,annotations
4282,"(array([[41]], dtype=uint8), array([[28]], dtype=uint8), array([[660]], dtype=uint16), array([[350]], dtype=uint16), array([[96]], dtype=uint8), array(['04283.jpg'], dtype='<U9'))"
4283,"(array([[1]], dtype=uint8), array([[63]], dtype=uint8), array([[619]], dtype=uint16), array([[411]], dtype=uint16), array([[171]], dtype=uint8), array(['04284.jpg'], dtype='<U9'))"
4284,"(array([[6]], dtype=uint8), array([[30]], dtype=uint8), array([[253]], dtype=uint8), array([[152]], dtype=uint8), array([[72]], dtype=uint8), array(['04285.jpg'], dtype='<U9'))"
4285,"(array([[115]], dtype=uint8), array([[89]], dtype=uint8), array([[591]], dtype=uint16), array([[416]], dtype=uint16), array([[172]], dtype=uint8), array(['04286.jpg'], dtype='<U9'))"
4286,"(array([[24]], dtype=uint8), array([[41]], dtype=uint8), array([[398]], dtype=uint16), array([[276]], dtype=uint16), array([[160]], dtype=uint8), array(['04287.jpg'], dtype='<U9'))"
4287,"(array([[76]], dtype=uint8), array([[72]], dtype=uint8), array([[926]], dtype=uint16), array([[690]], dtype=uint16), array([[182]], dtype=uint8), array(['04288.jpg'], dtype='<U9'))"
4288,"(array([[48]], dtype=uint8), array([[41]], dtype=uint8), array([[353]], dtype=uint16), array([[241]], dtype=uint8), array([[51]], dtype=uint8), array(['04289.jpg'], dtype='<U9'))"
4289,"(array([[152]], dtype=uint8), array([[140]], dtype=uint8), array([[443]], dtype=uint16), array([[355]], dtype=uint16), array([[117]], dtype=uint8), array(['04290.jpg'], dtype='<U9'))"
4290,"(array([[29]], dtype=uint8), array([[64]], dtype=uint8), array([[215]], dtype=uint8), array([[173]], dtype=uint8), array([[111]], dtype=uint8), array(['04291.jpg'], dtype='<U9'))"
4291,"(array([[33]], dtype=uint8), array([[72]], dtype=uint8), array([[540]], dtype=uint16), array([[322]], dtype=uint16), array([[11]], dtype=uint8), array(['04292.jpg'], dtype='<U9'))"
4292,"(array([[74]], dtype=uint8), array([[45]], dtype=uint8), array([[996]], dtype=uint16), array([[627]], dtype=uint16), array([[106]], dtype=uint8), array(['04293.jpg'], dtype='<U9'))"
4293,"(array([[1]], dtype=uint8), array([[8]], dtype=uint8), array([[852]], dtype=uint16), array([[525]], dtype=uint16), array([[36]], dtype=uint8), array(['04294.jpg'], dtype='<U9'))"
4294,"(array([[74]], dtype=uint8), array([[224]], dtype=uint8), array([[448]], dtype=uint16), array([[368]], dtype=uint16), array([[153]], dtype=uint8), array(['04295.jpg'], dtype='<U9'))"
4295,"(array([[183]], dtype=uint8), array([[255]], dtype=uint8), array([[963]], dtype=uint16), array([[671]], dtype=uint16), array([[101]], dtype=uint8), array(['04296.jpg'], dtype='<U9'))"
4296,"(array([[231]], dtype=uint8), array([[328]], dtype=uint16), array([[1691]], dtype=uint16), array([[1124]], dtype=uint16), array([[98]], dtype=uint8), array(['04297.jpg'], dtype='<U9'))"
4297,"(array([[67]], dtype=uint8), array([[152]], dtype=uint8), array([[573]], dtype=uint16), array([[464]], dtype=uint16), array([[155]], dtype=uint8), array(['04298.jpg'], dtype='<U9'))"
4298,"(array([[12]], dtype=uint8), array([[1]], dtype=uint8), array([[599]], dtype=uint16), array([[385]], dtype=uint16), array([[169]], dtype=uint8), array(['04299.jpg'], dtype='<U9'))"
4299,"(array([[16]], dtype=uint8), array([[29]], dtype=uint8), array([[241]], dtype=uint8), array([[155]], dtype=uint8), array([[76]], dtype=uint8), array(['04300.jpg'], dtype='<U9'))"
4300,"(array([[44]], dtype=uint8), array([[18]], dtype=uint8), array([[229]], dtype=uint8), array([[135]], dtype=uint8), array([[157]], dtype=uint8), array(['04301.jpg'], dtype='<U9'))"
4301,"(array([[42]], dtype=uint8), array([[195]], dtype=uint8), array([[834]], dtype=uint16), array([[429]], dtype=uint16), array([[57]], dtype=uint8), array(['04302.jpg'], dtype='<U9'))"
4302,"(array([[192]], dtype=uint8), array([[581]], dtype=uint16), array([[3976]], dtype=uint16), array([[1791]], dtype=uint16), array([[164]], dtype=uint8), array(['04303.jpg'], dtype='<U9'))"
4303,"(array([[87]], dtype=uint8), array([[54]], dtype=uint8), array([[581]], dtype=uint16), array([[391]], dtype=uint16), array([[172]], dtype=uint8), array(['04304.jpg'], dtype='<U9'))"
4304,"(array([[23]], dtype=uint8), array([[130]], dtype=uint8), array([[622]], dtype=uint16), array([[441]], dtype=uint16), array([[118]], dtype=uint8), array(['04305.jpg'], dtype='<U9'))"
4305,"(array([[1]], dtype=uint8), array([[16]], dtype=uint8), array([[120]], dtype=uint8), array([[94]], dtype=uint8), array([[174]], dtype=uint8), array(['04306.jpg'], dtype='<U9'))"
4306,"(array([[6]], dtype=uint8), array([[34]], dtype=uint8), array([[242]], dtype=uint8), array([[124]], dtype=uint8), array([[69]], dtype=uint8), array(['04307.jpg'], dtype='<U9'))"
4307,"(array([[91]], dtype=uint8), array([[90]], dtype=uint8), array([[874]], dtype=uint16), array([[495]], dtype=uint16), array([[9]], dtype=uint8), array(['04308.jpg'], dtype='<U9'))"
4308,"(array([[16]], dtype=uint8), array([[106]], dtype=uint8), array([[584]], dtype=uint16), array([[379]], dtype=uint16), array([[79]], dtype=uint8), array(['04309.jpg'], dtype='<U9'))"
4309,"(array([[29]], dtype=uint8), array([[143]], dtype=uint8), array([[614]], dtype=uint16), array([[423]], dtype=uint16), array([[58]], dtype=uint8), array(['04310.jpg'], dtype='<U9'))"
4310,"(array([[27]], dtype=uint8), array([[115]], dtype=uint8), array([[594]], dtype=uint16), array([[391]], dtype=uint16), array([[117]], dtype=uint8), array(['04311.jpg'], dtype='<U9'))"
4311,"(array([[3]], dtype=uint8), array([[5]], dtype=uint8), array([[485]], dtype=uint16), array([[210]], dtype=uint8), array([[16]], dtype=uint8), array(['04312.jpg'], dtype='<U9'))"
4312,"(array([[27]], dtype=uint8), array([[64]], dtype=uint8), array([[250]], dtype=uint8), array([[177]], dtype=uint8), array([[21]], dtype=uint8), array(['04313.jpg'], dtype='<U9'))"
4313,"(array([[13]], dtype=uint8), array([[9]], dtype=uint8), array([[294]], dtype=uint16), array([[181]], dtype=uint8), array([[186]], dtype=uint8), array(['04314.jpg'], dtype='<U9'))"
4314,"(array([[6]], dtype=uint8), array([[62]], dtype=uint8), array([[381]], dtype=uint16), array([[277]], dtype=uint16), array([[161]], dtype=uint8), array(['04315.jpg'], dtype='<U9'))"
4315,"(array([[74]], dtype=uint8), array([[87]], dtype=uint8), array([[579]], dtype=uint16), array([[262]], dtype=uint16), array([[49]], dtype=uint8), array(['04316.jpg'], dtype='<U9'))"
4316,"(array([[53]], dtype=uint8), array([[339]], dtype=uint16), array([[963]], dtype=uint16), array([[744]], dtype=uint16), array([[107]], dtype=uint8), array(['04317.jpg'], dtype='<U9'))"
4317,"(array([[21]], dtype=uint8), array([[15]], dtype=uint8), array([[363]], dtype=uint16), array([[255]], dtype=uint8), array([[86]], dtype=uint8), array(['04318.jpg'], dtype='<U9'))"
4318,"(array([[15]], dtype=uint8), array([[23]], dtype=uint8), array([[292]], dtype=uint16), array([[163]], dtype=uint8), array([[165]], dtype=uint8), array(['04319.jpg'], dtype='<U9'))"
4319,"(array([[109]], dtype=uint8), array([[14]], dtype=uint8), array([[909]], dtype=uint16), array([[715]], dtype=uint16), array([[154]], dtype=uint8), array(['04320.jpg'], dtype='<U9'))"
4320,"(array([[98]], dtype=uint8), array([[15]], dtype=uint8), array([[630]], dtype=uint16), array([[294]], dtype=uint16), array([[63]], dtype=uint8), array(['04321.jpg'], dtype='<U9'))"
4321,"(array([[35]], dtype=uint8), array([[43]], dtype=uint8), array([[445]], dtype=uint16), array([[314]], dtype=uint16), array([[110]], dtype=uint8), array(['04322.jpg'], dtype='<U9'))"
4322,"(array([[10]], dtype=uint8), array([[13]], dtype=uint8), array([[190]], dtype=uint8), array([[91]], dtype=uint8), array([[31]], dtype=uint8), array(['04323.jpg'], dtype='<U9'))"
4323,"(array([[24]], dtype=uint8), array([[3]], dtype=uint8), array([[239]], dtype=uint8), array([[179]], dtype=uint8), array([[121]], dtype=uint8), array(['04324.jpg'], dtype='<U9'))"
4324,"(array([[26]], dtype=uint8), array([[12]], dtype=uint8), array([[457]], dtype=uint16), array([[272]], dtype=uint16), array([[186]], dtype=uint8), array(['04325.jpg'], dtype='<U9'))"
4325,"(array([[108]], dtype=uint8), array([[207]], dtype=uint8), array([[897]], dtype=uint16), array([[596]], dtype=uint16), array([[63]], dtype=uint8), array(['04326.jpg'], dtype='<U9'))"
4326,"(array([[59]], dtype=uint8), array([[37]], dtype=uint8), array([[600]], dtype=uint16), array([[369]], dtype=uint16), array([[146]], dtype=uint8), array(['04327.jpg'], dtype='<U9'))"
4327,"(array([[2]], dtype=uint8), array([[13]], dtype=uint8), array([[221]], dtype=uint8), array([[112]], dtype=uint8), array([[42]], dtype=uint8), array(['04328.jpg'], dtype='<U9'))"
4328,"(array([[127]], dtype=uint8), array([[170]], dtype=uint8), array([[476]], dtype=uint16), array([[337]], dtype=uint16), array([[100]], dtype=uint8), array(['04329.jpg'], dtype='<U9'))"
4329,"(array([[72]], dtype=uint8), array([[85]], dtype=uint8), array([[986]], dtype=uint16), array([[646]], dtype=uint16), array([[65]], dtype=uint8), array(['04330.jpg'], dtype='<U9'))"
4330,"(array([[14]], dtype=uint8), array([[126]], dtype=uint8), array([[500]], dtype=uint16), array([[296]], dtype=uint16), array([[98]], dtype=uint8), array(['04331.jpg'], dtype='<U9'))"
4331,"(array([[64]], dtype=uint8), array([[151]], dtype=uint8), array([[768]], dtype=uint16), array([[405]], dtype=uint16), array([[182]], dtype=uint8), array(['04332.jpg'], dtype='<U9'))"
4332,"(array([[71]], dtype=uint8), array([[37]], dtype=uint8), array([[312]], dtype=uint16), array([[134]], dtype=uint8), array([[180]], dtype=uint8), array(['04333.jpg'], dtype='<U9'))"
4333,"(array([[137]], dtype=uint8), array([[272]], dtype=uint16), array([[654]], dtype=uint16), array([[773]], dtype=uint16), array([[45]], dtype=uint8), array(['04334.jpg'], dtype='<U9'))"
4334,"(array([[47]], dtype=uint8), array([[58]], dtype=uint8), array([[552]], dtype=uint16), array([[412]], dtype=uint16), array([[185]], dtype=uint8), array(['04335.jpg'], dtype='<U9'))"
4335,"(array([[61]], dtype=uint8), array([[30]], dtype=uint8), array([[969]], dtype=uint16), array([[767]], dtype=uint16), array([[146]], dtype=uint8), array(['04336.jpg'], dtype='<U9'))"
4336,"(array([[24]], dtype=uint8), array([[73]], dtype=uint8), array([[600]], dtype=uint16), array([[338]], dtype=uint16), array([[141]], dtype=uint8), array(['04337.jpg'], dtype='<U9'))"
4337,"(array([[33]], dtype=uint8), array([[67]], dtype=uint8), array([[404]], dtype=uint16), array([[283]], dtype=uint16), array([[5]], dtype=uint8), array(['04338.jpg'], dtype='<U9'))"
4338,"(array([[69]], dtype=uint8), array([[206]], dtype=uint8), array([[769]], dtype=uint16), array([[511]], dtype=uint16), array([[36]], dtype=uint8), array(['04339.jpg'], dtype='<U9'))"
4339,"(array([[6]], dtype=uint8), array([[46]], dtype=uint8), array([[255]], dtype=uint8), array([[156]], dtype=uint8), array([[91]], dtype=uint8), array(['04340.jpg'], dtype='<U9'))"
4340,"(array([[48]], dtype=uint8), array([[34]], dtype=uint8), array([[400]], dtype=uint16), array([[243]], dtype=uint8), array([[91]], dtype=uint8), array(['04341.jpg'], dtype='<U9'))"
4341,"(array([[15]], dtype=uint8), array([[39]], dtype=uint8), array([[199]], dtype=uint8), array([[124]], dtype=uint8), array([[108]], dtype=uint8), array(['04342.jpg'], dtype='<U9'))"
4342,"(array([[143]], dtype=uint8), array([[310]], dtype=uint16), array([[915]], dtype=uint16), array([[656]], dtype=uint16), array([[112]], dtype=uint8), array(['04343.jpg'], dtype='<U9'))"
4343,"(array([[58]], dtype=uint8), array([[124]], dtype=uint8), array([[478]], dtype=uint16), array([[290]], dtype=uint16), array([[188]], dtype=uint8), array(['04344.jpg'], dtype='<U9'))"
4344,"(array([[172]], dtype=uint8), array([[256]], dtype=uint16), array([[1450]], dtype=uint16), array([[1075]], dtype=uint16), array([[53]], dtype=uint8), array(['04345.jpg'], dtype='<U9'))"
4345,"(array([[68]], dtype=uint8), array([[95]], dtype=uint8), array([[974]], dtype=uint16), array([[629]], dtype=uint16), array([[79]], dtype=uint8), array(['04346.jpg'], dtype='<U9'))"
4346,"(array([[58]], dtype=uint8), array([[94]], dtype=uint8), array([[467]], dtype=uint16), array([[293]], dtype=uint16), array([[162]], dtype=uint8), array(['04347.jpg'], dtype='<U9'))"
4347,"(array([[11]], dtype=uint8), array([[41]], dtype=uint8), array([[615]], dtype=uint16), array([[416]], dtype=uint16), array([[52]], dtype=uint8), array(['04348.jpg'], dtype='<U9'))"
4348,"(array([[33]], dtype=uint8), array([[182]], dtype=uint8), array([[617]], dtype=uint16), array([[386]], dtype=uint16), array([[4]], dtype=uint8), array(['04349.jpg'], dtype='<U9'))"
4349,"(array([[27]], dtype=uint8), array([[45]], dtype=uint8), array([[628]], dtype=uint16), array([[441]], dtype=uint16), array([[67]], dtype=uint8), array(['04350.jpg'], dtype='<U9'))"
4350,"(array([[200]], dtype=uint8), array([[239]], dtype=uint8), array([[1134]], dtype=uint16), array([[695]], dtype=uint16), array([[35]], dtype=uint8), array(['04351.jpg'], dtype='<U9'))"
4351,"(array([[179]], dtype=uint8), array([[127]], dtype=uint8), array([[472]], dtype=uint16), array([[333]], dtype=uint16), array([[97]], dtype=uint8), array(['04352.jpg'], dtype='<U9'))"
4352,"(array([[61]], dtype=uint8), array([[225]], dtype=uint8), array([[968]], dtype=uint16), array([[520]], dtype=uint16), array([[43]], dtype=uint8), array(['04353.jpg'], dtype='<U9'))"
4353,"(array([[53]], dtype=uint8), array([[44]], dtype=uint8), array([[684]], dtype=uint16), array([[444]], dtype=uint16), array([[146]], dtype=uint8), array(['04354.jpg'], dtype='<U9'))"
4354,"(array([[135]], dtype=uint8), array([[253]], dtype=uint8), array([[1115]], dtype=uint16), array([[817]], dtype=uint16), array([[193]], dtype=uint8), array(['04355.jpg'], dtype='<U9'))"
4355,"(array([[125]], dtype=uint8), array([[134]], dtype=uint8), array([[477]], dtype=uint16), array([[309]], dtype=uint16), array([[52]], dtype=uint8), array(['04356.jpg'], dtype='<U9'))"
4356,"(array([[340]], dtype=uint16), array([[11]], dtype=uint8), array([[1687]], dtype=uint16), array([[1062]], dtype=uint16), array([[25]], dtype=uint8), array(['04357.jpg'], dtype='<U9'))"
4357,"(array([[37]], dtype=uint8), array([[63]], dtype=uint8), array([[267]], dtype=uint16), array([[215]], dtype=uint8), array([[195]], dtype=uint8), array(['04358.jpg'], dtype='<U9'))"
4358,"(array([[66]], dtype=uint8), array([[68]], dtype=uint8), array([[599]], dtype=uint16), array([[306]], dtype=uint16), array([[19]], dtype=uint8), array(['04359.jpg'], dtype='<U9'))"
4359,"(array([[9]], dtype=uint8), array([[29]], dtype=uint8), array([[266]], dtype=uint16), array([[154]], dtype=uint8), array([[56]], dtype=uint8), array(['04360.jpg'], dtype='<U9'))"
4360,"(array([[19]], dtype=uint8), array([[40]], dtype=uint8), array([[210]], dtype=uint8), array([[150]], dtype=uint8), array([[196]], dtype=uint8), array(['04361.jpg'], dtype='<U9'))"
4361,"(array([[108]], dtype=uint8), array([[81]], dtype=uint8), array([[739]], dtype=uint16), array([[388]], dtype=uint16), array([[160]], dtype=uint8), array(['04362.jpg'], dtype='<U9'))"
4362,"(array([[38]], dtype=uint8), array([[178]], dtype=uint8), array([[603]], dtype=uint16), array([[371]], dtype=uint16), array([[173]], dtype=uint8), array(['04363.jpg'], dtype='<U9'))"
4363,"(array([[160]], dtype=uint8), array([[289]], dtype=uint16), array([[1009]], dtype=uint16), array([[947]], dtype=uint16), array([[183]], dtype=uint8), array(['04364.jpg'], dtype='<U9'))"
4364,"(array([[47]], dtype=uint8), array([[18]], dtype=uint8), array([[562]], dtype=uint16), array([[355]], dtype=uint16), array([[144]], dtype=uint8), array(['04365.jpg'], dtype='<U9'))"
4365,"(array([[96]], dtype=uint8), array([[69]], dtype=uint8), array([[584]], dtype=uint16), array([[303]], dtype=uint16), array([[49]], dtype=uint8), array(['04366.jpg'], dtype='<U9'))"
4366,"(array([[24]], dtype=uint8), array([[268]], dtype=uint16), array([[1022]], dtype=uint16), array([[567]], dtype=uint16), array([[105]], dtype=uint8), array(['04367.jpg'], dtype='<U9'))"
4367,"(array([[42]], dtype=uint8), array([[91]], dtype=uint8), array([[636]], dtype=uint16), array([[444]], dtype=uint16), array([[72]], dtype=uint8), array(['04368.jpg'], dtype='<U9'))"
4368,"(array([[108]], dtype=uint8), array([[37]], dtype=uint8), array([[682]], dtype=uint16), array([[555]], dtype=uint16), array([[124]], dtype=uint8), array(['04369.jpg'], dtype='<U9'))"
4369,"(array([[168]], dtype=uint8), array([[201]], dtype=uint8), array([[782]], dtype=uint16), array([[604]], dtype=uint16), array([[63]], dtype=uint8), array(['04370.jpg'], dtype='<U9'))"
4370,"(array([[103]], dtype=uint8), array([[126]], dtype=uint8), array([[561]], dtype=uint16), array([[414]], dtype=uint16), array([[149]], dtype=uint8), array(['04371.jpg'], dtype='<U9'))"
4371,"(array([[6]], dtype=uint8), array([[39]], dtype=uint8), array([[257]], dtype=uint16), array([[136]], dtype=uint8), array([[62]], dtype=uint8), array(['04372.jpg'], dtype='<U9'))"
4372,"(array([[41]], dtype=uint8), array([[197]], dtype=uint8), array([[695]], dtype=uint16), array([[440]], dtype=uint16), array([[91]], dtype=uint8), array(['04373.jpg'], dtype='<U9'))"
4373,"(array([[12]], dtype=uint8), array([[43]], dtype=uint8), array([[639]], dtype=uint16), array([[426]], dtype=uint16), array([[32]], dtype=uint8), array(['04374.jpg'], dtype='<U9'))"
4374,"(array([[310]], dtype=uint16), array([[167]], dtype=uint8), array([[602]], dtype=uint16), array([[372]], dtype=uint16), array([[37]], dtype=uint8), array(['04375.jpg'], dtype='<U9'))"
4375,"(array([[4]], dtype=uint8), array([[67]], dtype=uint8), array([[259]], dtype=uint16), array([[152]], dtype=uint8), array([[161]], dtype=uint8), array(['04376.jpg'], dtype='<U9'))"
4376,"(array([[17]], dtype=uint8), array([[109]], dtype=uint8), array([[626]], dtype=uint16), array([[438]], dtype=uint16), array([[77]], dtype=uint8), array(['04377.jpg'], dtype='<U9'))"
4377,"(array([[80]], dtype=uint8), array([[73]], dtype=uint8), array([[706]], dtype=uint16), array([[438]], dtype=uint16), array([[144]], dtype=uint8), array(['04378.jpg'], dtype='<U9'))"
